Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
3,1232,1,2015,2142011,43285,30,158.4,0,0,30
3,1235,1,1007,333353,3144,1,21.32,0,0,1
3,1235,1,1010,180587,36831,2,26.28,0,0,2
3,1235,1,1206,1215990,1216,2,16.76,0,0,2
3,1235,1,1704,1186885,31031,5,45,0,0,5
3,1235,1,2101,362569,31310,3,18.75,0,0,3
3,1235,1,2810,1836992,43033,2,12.3,0,0,2
3,1235,1,4407,1366703,43084,1,8.15,0,0,1
3,1236,1,1023,87340,3631,2,32.7,0,0,2
3,1236,1,1033,9687094,1182,17,236.98,0,0,17
3,1236,1,1133,9685723,41938,4,39.64,0,0,4
3,1236,1,1243,4675951,1309,1,6.76,0,0,1
3,1236,1,2126,410543,43058,4,37.4,0,0,4
3,1236,1,2807,1230572,43285,4,21.12,0,0,4
3,1236,1,2810,4572161,43147,2,9.08,0,0,2
3,1237,1,1001,737239,1146,5,106.95,0,0,5
3,1237,1,1264,2481279,1064,1,16.67,0,0,1
3,1237,1,1269,280255,41938,4,39.64,0,0,4
3,1237,1,1269,1197895,1242,2,15.28,0,0,2
3,1237,1,2154,1454294,30552,3,16.14,0,0,3
3,1237,1,2870,2329526,43058,2,18.7,0,0,2
3,1237,1,2873,2445114,30575,6,37.5,0,0,6
3,1237,1,2879,7343859,37058,1,7.5,0,0,1
3,1237,1,4463,79463,43069,2,14.82,0,0,2
3,1238,1,1103,107749,1220,1,7.64,0,0,1
3,1238,1,1105,4403857,1216,3,25.14,0,0,3
3,1238,1,1222,4493545,1212,2,16.76,0,0,2
3,1238,1,1230,2337361,2233,4,79.76,0,0,4
3,1238,1,1231,4246930,1146,5,106.95,0,0,5
3,1239,1,1023,185087,2233,3,59.82,0,0,3
3,1239,1,1126,131932,1216,1,8.38,0,0,1
3,1239,1,1220,218410,41938,3,29.73,0,0,3
3,1239,1,2804,1724504,43069,2,14.82,0,0,2
3,1239,1,4502,4240784,31507,2,12.5,0,0,2
3,1242,1,1015,390681,1125,2,19.2,0,0,2
3,1242,1,4402,1890074,43285,20,105.6,0,0,20
3,1243,1,1010,3192,48421,2,9.16,0,0,2
3,1243,1,1114,5083,31423,1,10.69,0,0,1
3,1243,1,1212,4683939,1284,8,24.16,0,0,8
3,1243,1,1216,2370260,1250,3,22.92,0,0,3
3,1243,1,2104,5644,43033,6,36.9,0,0,6
3,1245,1,1024,9589712,2233,5,99.7,0,0,5
3,1245,1,1116,263896,1230,1,16.67,0,0,1
3,1245,1,1123,301193,1309,1,6.76,0,0,1
3,1245,1,1123,738276,1278,25,112.5,0,0,25
3,1245,1,1124,83394,41938,4,39.64,0,0,4
3,1245,1,1212,1870902,1240,1,8.38,0,0,1
3,1245,1,1216,1964616,2233,1,19.94,0,0,1
3,1245,1,1217,738449,1278,28,126,0,0,28
3,1245,1,2166,1294052,31512,1,9.99,0,0,1
3,1245,1,2808,304270,43058,2,18.7,0,0,2
3,1245,1,2822,677237,43058,1,9.35,0,0,1
3,1245,1,2832,4655612,43058,24,224.4,0,0,24
3,1259,7,3322,598365,3894,5,46.75,0,0,5
3,1259,7,3332,4500394,32393,4,12.08,0,0,4
3,1259,7,3345,664647,1232,1,18.24,0,0,1
3,1275,4,6604,2110111,41938,1,10.21,0,0,1
3,1275,4,6606,4216219,31470,10,109.6,0,0,10
3,1279,8,3418,1903499,1700,16,224,0,0,16
3,1310,1,1051,70999,30173,6,83.76,0,0,6
3,1310,1,1053,1915879,37516,1,19.94,0,0,1
3,1310,1,1063,896265,1109,2,30.02,0,0,2
3,1310,1,1073,189514,48077,3,42.78,0,0,3
3,1310,1,1164,102249,8921,11,92.8,0,0,11
3,1310,1,1175,102684,1230,1,16.67,0,0,1
3,1310,1,1180,1499003,1242,3,22.92,0,0,3
3,1310,1,1252,4246317,1250,4,30.56,0,0,4
3,1310,1,1252,4360486,1250,6,45.84,0,0,6
3,1310,1,1254,4299208,1250,4,30.56,0,0,4
3,1310,1,2002,98777,37058,6,45,0,0,6
3,1310,1,2009,99866,30813,5,22.2,0,0,5
3,1310,1,2103,1196651,43058,5,46.75,0,0,5
3,1310,1,2108,1697791,43033,6,36.9,0,0,6
3,1310,1,4501,4636214,1309,2,13.52,0,0,2
3,1310,1,5005,157361,123,1,21.35,0,0,1
3,1311,1,1063,186018,1146,3,64.17,0,0,3
3,1311,1,1258,189009,1064,1,16.67,0,0,1
3,1311,1,1261,1142984,1240,3,25.14,0,0,3
3,1311,1,1268,931435,1250,3,22.92,0,0,3
3,1311,1,1283,1021670,1284,10,30.2,0,0,10
3,1311,1,2024,1196777,43147,3,13.62,0,0,3
3,1311,1,2129,870533,43058,3,28.05,0,0,3
3,1312,1,1002,7924642,46772,4,35.68,0,0,4
3,1312,1,1015,714472,37516,9,179.46,0,0,9
3,1312,1,1030,69104,1109,3,45.03,0,0,3
3,1312,1,1110,69780,1250,3,22.92,0,0,3
3,1312,1,1203,2395008,1212,3,25.14,0,0,3
3,1312,1,2052,2071168,43285,6,31.68,0,0,6
3,1312,1,2063,1465348,37058,10,75,0,0,10
3,1312,1,2063,3023755,43064,4,32.6,0,0,4
3,1312,1,2068,1806061,32303,2,12,0,0,2
3,1312,1,2854,386343,43069,2,14.82,0,0,2
3,1312,1,2860,4666470,32302,4,17.76,0,0,4
3,1313,11,3901,4125990,1146,19,406.41,0,0,19
3,1314,7,3307,2378731,47611,3,51.45,0,0,3
3,1314,7,3321,2306029,31507,21,131.25,0,0,21
3,1314,7,3347,7462979,30575,20,116.2,0,0,20
3,1315,1,1053,1342616,4910,4,35.68,0,0,4
3,1315,1,1057,96440,1146,7,149.73,0,0,7
3,1315,1,1253,61883,1146,1,21.39,0,0,1
3,1315,1,1269,4667335,1284,3,9.06,0,0,3
3,1315,1,1272,4701005,1240,1,8.38,0,0,1
3,1315,1,1273,4494361,1182,6,83.64,0,0,6
3,1315,1,1277,7819117,2425,58,261,0,0,58
3,1315,1,1283,351828,8921,1,8.8,0,0,1
3,1315,1,2160,4318569,30555,2,10.76,0,0,2
3,1315,1,2866,1867891,43064,2,16.3,0,0,2
3,1315,1,5054,2052163,35147,3,61.5,0,0,3
3,1330,1,2854,7874983,30555,1,5.38,0,0,1
3,1330,1,2858,360983,43285,5,26.4,0,0,5
3,1331,1,1003,7465415,1150,150,2094,25,349,125
3,1331,1,1010,204851,1160,1,18.86,0,0,1
3,1331,1,1112,196124,3270,3,31.41,0,0,3
3,1331,1,1206,784317,2425,10,45,0,0,10
3,1331,1,1209,4464632,1250,1,7.64,0,0,1
3,1331,1,2102,382127,30572,8,50,0,0,8
3,1331,1,5001,201881,35107,5,27.3,0,0,5
3,1331,4,6602,4671460,30572,47,287.64,0,0,47
3,1332,1,1005,156163,1129,10,176,0,0,10
3,1332,1,1204,1138956,1146,1,21.39,0,0,1
3,1332,1,2052,739468,43067,2,19.26,0,0,2
3,1333,1,1031,728294,48077,1,14.26,0,0,1
3,1333,1,1121,550705,48421,5,22.9,10,45.8,0
3,1333,1,1132,4419178,1284,2,6.04,0,0,2
3,1333,1,1223,557544,1109,1,15.01,0,0,1
3,1333,1,1223,4539721,1250,3,22.92,0,0,3
3,1333,4,6607,1675267,1232,3,56.25,0,0,3
3,1334,1,1109,4436915,1216,7,58.66,0,0,7
3,1334,1,1218,2141205,1284,10,30.2,0,0,10
3,1334,1,1220,2254374,35651,1,7.5,0,0,1
3,1334,1,2113,150821,32940,10,77.8,0,0,10
3,1334,1,2807,1620648,43147,23,104.42,0,0,23
3,1335,1,1061,670016,1150,3,41.88,0,0,3
3,1335,1,2056,1879438,43274,3,15.57,0,0,3
3,1335,1,4501,4643882,30575,3,18.75,0,0,3
3,1336,1,2009,1666091,30813,4,17.76,0,0,4
3,1336,1,2012,8098933,43316,2,16.3,0,0,2
3,1336,1,2114,553286,31471,7,69.93,0,0,7
3,1337,1,1236,1855122,1242,0,0,1,7.64,0
3,1337,1,2131,380627,43058,1,9.35,0,0,1
3,1338,1,1007,1176245,1146,15,320.85,0,0,15
3,1338,1,1101,4258642,1284,8,26.16,0,0,8
3,1338,1,1103,4486103,3270,1,10.47,0,0,1
3,1338,1,1209,1986472,2233,1,19.94,0,0,1
3,1338,1,2006,2339257,43067,1,9.63,0,0,1
3,1338,1,2007,4538232,43065,2,13.52,0,0,2
3,1338,1,2008,2229826,32303,3,18,0,0,3
3,1338,1,2009,204268,43147,2,9.08,0,0,2
3,1338,1,2106,203545,32937,2,14.08,0,0,2
3,1339,1,1006,2196354,35727,3,28.8,0,0,3
3,1339,1,1106,441372,41938,2,19.82,0,0,2
3,1339,1,2002,1093312,43066,1,9.63,0,0,1
3,1340,1,1053,506448,3631,3,49.05,0,0,3
3,1340,1,1070,2473001,3631,6,98.1,0,0,6
3,1340,1,1071,322970,1109,3,45.03,0,0,3
3,1340,1,1073,252193,3631,1,16.35,0,0,1
3,1340,1,1154,325830,1284,5,15.1,0,0,5
3,1340,1,1166,2455897,48417,3,13.74,0,0,3
3,1340,1,1253,700890,40985,2,13.34,0,0,2
3,1340,1,2070,1556635,30813,3,13.32,0,0,3
3,1340,1,2070,4187910,1134,1,14.4,0,0,1
3,1341,1,1213,2189985,1169,4,75.44,0,0,4
3,1342,1,1203,2320161,2233,1,19.94,0,0,1
3,1342,1,1208,4205229,1309,1,6.76,0,0,1
3,1342,1,5001,1527564,44371,1,7.59,1,7.59,0
3,1344,1,1014,404230,1146,1,21.39,0,0,1
3,1344,1,1023,1367247,1160,3,56.58,0,0,3
3,1344,1,1105,1139166,1238,7,68.81,0,0,7
3,1344,1,1207,4301921,1182,5,69.7,0,0,5
3,1344,1,1224,421227,1284,10,30.2,0,0,10
3,1344,1,2815,2209473,30575,5,31.25,0,0,5
3,1346,1,1104,410011,8940,17,136,0,0,17
3,1346,1,1201,409072,1109,1,15.01,1,15.01,0
3,1346,1,1201,4569361,46772,3,26.76,0,0,3
3,1346,1,1224,391904,3631,1,16.35,0,0,1
