1278,31310
1150,1242
1150,1242
36711,30532
1284,35309
1230,2233
632,1145
31767,46143
30416,32861,37569
1129,1146
1125,2233
1129,30813
1144,1232
2233,1250
1146,31690,1284,3270,43274,40930
1129,1216
1125,41938
1109,1150,42434
1216,1309
1144,1150
31507,43246
31423,30572
48077,325
693,1220
37005,4085
3631,43069
1242,4280,35147
1240,35651
1129,1064
34866,43039
1238,43033
43066,43169
4767,1242,31471
1129,43215
1125,1242
1212,1216
2233,43069
1144,8931
30552,35711
1230,1232
1150,35651
1160,43069
1232,43065
1125,35305
43274,43316
35572,43058
43084,3609
1150,35651
1120,1220
3631,43084
30531,31309
972,31298
41938,3894
36791,43067
1129,1146
1250,1284
35453,43215
43203,43316
1284,30946
1250,4259
37058,43285
3631,37057
30532,31514
1284,36610
36711,43207
4270,34053
1240,5337
972,1687
30569,45112
2425,43316
35107,43121,43196
1216,2425,35651
1309,37268
1125,1146
1250,46772
43064,43066
1250,328,32861
32394,44829
43204,35309
1064,30532
43069,36327
35571,43246
1212,1238
32311,30572
1109,1238
35651,43285
2233,1238
43198,32864
1125,1250
1129,1240
1240,43064
972,1216
1284,1309
5621,30531
1064,325
1109,35840
1284,31485
43307,2425
43307,141
1150,35452
1216,43058
35635,3718
1109,43069
30314,35728,43209,43344,46876
4767,43147
1216,35305
635,40450
1220,2425
1146,36747
32802,1064
972,1309
1125,1150
34213,43220,43069
1125,43285
1232,1250,4767
1216,37058
1272,43285
1238,1250,31423
1232,325,35452
34206,37058
43179,43220,43251
1129,30532
43202,43204
1242,31298,35144
3631,43069
30693,35896
1250,30532
1250,43285
46772,1238
328,5380
73,1212
1109,1146
1250,43064,31507
4270,43084
36287,43202
1146,43316
3631,43084
31847,1242
31717,48421
3270,41938
36711,43202
1146,1250
1272,4270
1216,34868
1232,37581
36748,40680
1284,2233
1125,2425
2025,5310
1150,8940
1240,4280
48417,43147
1129,1150
34255,43307
35453,30572
1250,30532
34865,34915
1240,35651,37058
2233,41843
1064,1212
32395,46085,46139
35107,43188
34053,41938
31717,43257
3631,30532,36745
1146,2233
1145,1230
5376,31298
1238,1687
31471,34212
43064,43285
30552,31512
1278,303
31307,1216
34225,45143
35113,43316
1242,36748
1109,1240
1216,1230
1240,1242
43059,44371,46876
1238,3270
1309,30549,43069
43196,43307
35651,43147
2425,30569
1220,35113
1309,36746
1242,31467
47840,5380
43251,43033
32864,43038,43200
2233,43285
34206,34213,43210
1125,37058,36960
43178,43183
1109,1242,30214,31720
43204,30572
35305,45111
1125,33734
35651,30572
34213,43197,32861
31423,3609
1125,1238
1129,1230
1309,4085
30572,31512
36746,43285
1309,37516
1232,5380
46772,35841
1129,35651
1309,43058
1160,1169
32263,40886
34255,43006,35711
43206,36008
32290,33267
1146,35144
1232,1250
32937,9217
43058,43068
43118,31471
1278,40217,30572
30569,43274
44371,30235
43118,43307
1240,1284,32861
43058,37058
45407,43200,43203
31307,1284
31393,36262
30007,30375
1125,1146
1169,35309,45112
32934,45112
1146,6469
2425,35651
1146,1240
4259,45143
1284,40217,45143
1109,3631
3144,1240
1160,31423,32819
34292,35571,43210,3718
1242,5000
1160,3144
37519,33736
1150,37058
30572,43037
1238,37058
9217,43285
1146,1230
4280,36746
2233,1240
1242,40930
37058,43285
34053,43307
1150,4259
32303,43285
1240,43067
815,5380,37057
35571,40930
40217,43285
1182,1232
43058,37058
1146,1160
37058,43069
1240,3270
31719,40447
31507,36746
1309,35516,35452
2233,1240
3631,4910
357,30532
1150,37569
30569,43285
31471,30532,32815
1220,43084
31423,41938
2233,1064
1150,30532,31471
1238,40217
1230,1238
1125,1216,1242,1309
43084,43147
31590,30532
31392,3270
34213,36930
43203,30532
31392,31471
2233,48893
3270,41938
43207,43251
43178,43227
72,36301
37361,43064
1238,35651
1232,35651
1232,1278
34215,43178
972,43066
1064,43040
1278,41938
35841,35452
1064,1230
303,35452,31310
34215,43201
1129,1278
43084,35841
1144,46772
1278,43285
1129,36298
46166,46228
1160,2233
43176,43066
36711,43118
48578,43307
2233,31512
41938,30532
1125,35147
1242,34226
1240,36748
1232,1250
1109,43065
1150,35141
2233,35651
30552,43033,35516
1146,1242
1220,1230
323,35144
32802,1309,2505
43202,46876
31310,43069
1242,31298
1284,2425
36711,30549
34215,34255,32303
43274,43040
30572,43069
1238,34226
1216,1238
1284,40217
43206,35107
43200,43307
1220,1309
46772,1250,2505
43207,43316
4280,30531
30549,31310
1240,4280
35651,36747
2233,3631,32819
43064,45112
1109,8940,35651
31310,43067
1064,1242
1182,35651
1125,42110
1146,43058
1129,43065
1109,31423
1182,1230
32802,1309
32936,35307
45407,35635
34892,43206
32937,43316
3609,36748
1109,48077,3270
46772,1238
972,30549
43064,43285
35651,31625
46772,1212
1160,46772
1150,32819
1125,3631
1242,1284
6469,35147,3270,30574
1150,31309
3270,31507
1309,4085
1250,37361
43186,43223
1232,31298
1120,3144
1125,35305
1238,30532
3270,30532
34054,36610
2233,35113
43118,30552
1125,1150
1240,35651,41938,32934
43202,43207
1250,40886
35113,43065,3270
31498,34785,43345
43197,43207
1230,43068
1284,36338
972,36747
2233,35651
43067,43274
1220,1242
1309,35651
2233,4259
1150,30572,32864,43066
1125,1064
43064,43069,31310
1109,30572
3631,40931
1125,35309
8921,43064
40217,30532
1250,1284
35651,37058,43069,43285
43038,43316
35456,43065
303,32873
43201,43064
1109,48077
43251,31467
43169,43058
1109,1240
1150,1160
1109,31467
46772,3977
1220,32819
2425,328
3919,31298
30173,43069,35305
34938,43204,43069
46772,30575
1242,1687,48417
1250,43285
1240,31423
35651,3894
4767,43084
46096,46228
1125,1309
43203,43343
3631,43316
1238,1278
43274,30569
32802,1309,35651,9217,37058
43178,43194
2425,43285
3144,5380
1064,35309,37361
1150,41938
1216,34056
3631,1242
6469,48742
34802,43169
2233,32819
1109,37058
5000,30571,4245
1129,37360
1232,1309
1109,43064
35651,36745
2425,43285
1182,35305
1240,325
1160,30532
37058,43307
43201,48893
1309,31506
43118,43201
48577,43000
9217,32936
2425,43033
1109,325
2233,31512
1240,35453
1687,43069
43060,43246,43341
4767,35452
30552,35841
34213,35453
43118,43202
46772,1216,1240
2233,3631,30813
30531,43064
41938,36598
2233,35305
1238,1240
1238,30555
1309,3631
1242,1284
1109,1216
1278,41938
1278,44371
2233,972,48417
693,4910
43188,43274
42110,32940
1230,41938
1125,42869
1109,43058
1129,1284
31423,32940
1250,30575
1232,43058
3144,123
9217,43058
46096,4102
43067,35305
2233,1687,32846
2233,32302
1242,37057
1109,1150
2425,3631
1216,43040
46085,46232
1129,43285
1129,1064,35651
32934,35113,43066
43033,43069
31507,45111
2233,43316
34206,48578
31423,48893
30572,35841
3631,1238,35651
35572,43147
1230,41938
1146,1220,1242
1216,1309
1284,2233
1125,43084
1109,37058
35453,43067
1238,4259
1125,4280
30569,43316
41938,43064
46772,43066
32323,43147,43316
40930,43084
2665,37058
1250,1284,30552
43197,30252
30569,31310
41938,3894
2233,35651
1109,1160
35145,43039
3631,43068
1212,46772
36301,36304
1216,35309,35107
43220,35131
1129,35305
1146,47840,5355
1250,35651
1064,3631
34215,43006
31690,1284
36831,1238
1125,1129,43285
2233,35651
1109,4245
1220,30552
34215,43203,43069
36318,1230
1212,31310
1150,1284
41843,43058
1064,43064,43069
1242,37058
1064,1232,31506
1238,4259
1125,1160,30572
45111,45112,31310,43058
1125,1242
31717,36748
1250,36598
1240,1250
1146,2233,36773,43058
1126,30552
73,1309
31298,42869
32934,40886,43285
35651,30549
43118,43197
45407,43196
1146,2233
1232,43069
2233,1212
30532,43033
1240,1278
1230,34868,43058
4280,43084
1109,1125
1150,1232
46772,48417
3631,43285
1216,41843
1064,35651,32861
2233,43033
1232,1284
1278,43285
43307,43199
1240,4259,35309
35112,37057
34054,43185
1232,40450
1238,31309
1242,35309
1242,31298
43274,30569
1278,35651
41938,43039
4270,41843
36537,43040
48417,3609,43069
30532,36747
1129,30569
1212,37057
35651,30532
1250,1278
40930,4270,45143
30572,45112
1109,1240
1238,35453
141,37581
1250,1309
1309,35651
34786,43203
1160,1212,35455
1129,4270
1232,35651
1284,43069
41843,43207
1309,4280
33871,43274
37058,46772
35651,43316
1125,31423
972,1220
1182,36598
1146,1278
1160,2425
2233,3609
1240,43066
2233,357
43204,30532,30569
1160,2233,5707
43231,41843
43038,32937
1109,3631
31471,37361
32864,43065
1240,1242
1216,43069
1160,1064,35651,303,43067
1125,1240
972,1238
1150,30574
1150,30572
32394,36262,31005
1129,4280
1309,37058
30575,36823
1109,1242
34213,43197,31507,43064,43147
2233,1238
1242,5000
1160,3631
43066,43069
1238,4259
5328,30531
1125,37057
1250,9217
1242,31507
1238,1309
1240,41938
34215,43058
73,1129,30532
1242,36773
32322,1212
1160,3270
2425,35651
6469,35309
1134,43069
37058,43316
36537,43067
1150,3631
34208,45111
31582,35132
41938,35305
43251,44371
30532,32940
1146,30531,31298
1250,1278,31423
1144,5310
1242,43064
2425,43274
1232,31471
1064,5354,35455
34206,35456
30214,47124
35727,1250,30415,40217
3631,1216
30532,30549
1242,41938
34868,37057
1216,1238
1146,1240
2233,1240
40886,43285
48578,37058
1242,35516
1240,1250
1242,1278
4910,1284,43069
1125,1687
43207,46876
1242,328
43069,35305
123,1284
36831,1064
1109,30552
1242,31507
36301,43285
1109,357,30569
43200,43209
1109,48417
43128,43197
1146,34868
1240,43064
2233,1284
1125,1160
3631,1242
1109,35309
1129,1220,1309
32263,4280
30555,31507
1216,30532
1150,2233
1238,3609
41938,43065,36322
1109,3270
1150,32940
1146,36823
43199,43316
1278,323
35651,37057
31310,43064
1129,1238
1212,1284
693,1064,1272,1278
303,4245,31507
34939,46096
1278,31298
1232,5000
3609,9217
1309,5000
31590,31625
36430,43190
2233,2425
1125,4280
1220,1240
323,42869
41938,36960
30549,30572
31310,37058
1284,32940
1238,35305
1146,46772
3333,35305
1220,47124,43068
2233,2665
30555,31512
1230,35651,32861
2233,1238
30416,34054
2233,47124
34215,36823
1230,43066
8921,31467
46772,43067
1064,1120,1240,31514
3270,35309
35113,35119
1284,30173
36745,35147
5337,30531
1230,43147
43181,43188,43204
31423,35305
43220,43064
32864,323,49986
1687,43274,43000
1242,45143
1109,43285
1212,40217
1109,47840
1146,1240
43058,43069,43118
1125,31423
972,1230
1146,31423
43274,32937
6469,5621
1240,43274
2233,3333
41938,31506
36598,43307
1240,1242
1230,5380
1150,31423
1109,2665,1220
4270,5337,5380,30574
31717,30575,36298
1212,31467
37058,43285
43203,44371
43169,48577
1125,1146,31512
1238,328
2665,43058
1240,1242
43173,44371
1284,32940
43207,3718
3631,30549
1146,1242
1212,30532
972,1232
43231,43202
34211,30572,32953,43083
32819,42869
1250,41938,43316
30555,43307
30575,34226
1242,1284,46716
43064,43069
1129,4270
35651,36598,43065
1125,43065
37516,43066
1232,1284,32861
1238,1242,1250
4280,32322
1240,1284
1232,1238,31423
1250,35651
1220,6469
1109,1240
357,1150,2025
44372,46231
46772,37581
43005,43197
32815,37361
35651,4270
31186,43000
35456,43064
1146,41938
1284,36745
2233,1242
43197,37058
1146,46772
30549,30572
1109,1250,3270
1169,1240
1278,41938
37058,43147
1169,31423
46772,30575
35651,35147,30532
1182,36773
3631,48077
1242,43064
1250,5310,34053
1129,3631
2425,43285
972,5328
1129,4910
2233,1242
1238,1250,35456
30575,35453
46772,4280
1238,48421
1216,328,31310
1125,35651,32861
30572,43058
1150,35305,37581
1238,37210
3894,31719
46128,31768
30549,32873,43285
36008,30532
37574,30532
2233,3270
1064,35651,33734
1242,323,35141
43039,43196
1220,37058
46149,30533
1242,1309,41938,5921
48421,31507
1230,30532
8940,32934
34892,43251,43064
1145,1212
1150,1284
1212,5000
1232,1284
972,1240,1278
34255,48373
5328,35455
31507,43058
1125,1284
1232,31309
1278,1309
3631,32802,32819,37581
1242,1250
34865,43344
4280,43285
43215,30549
1220,1232
41938,5380
1212,1230
43118,43203
1232,31310
1242,1284
1129,35452
1230,46772,31298
30572,30575
34213,43307
2665,1232
34208,30549
30569,43033
1284,36301
5707,5000
2425,3270
43084,31467
1242,1284
1687,2233
1109,43285,32873
1284,43147
1064,37058
1150,31423
43197,45111
4910,31779,40886
6469,34868
30572,43307,43210,43223
1212,1238
1284,36298,43084
1216,3270
1129,1284
48077,1242,31507
1064,1125
34213,34255
36711,43204
43197,30572
1146,1230,35516
1146,35651
1232,1250
35113,43285
1216,35651
73,3270
5355,30571
1150,33871
1109,35651
46772,1242
4245,43285
32640,43040
1160,35651
35107,43084
3631,3270,32819
3270,36748
1284,46772
2233,35651
1687,36746
43040,43173
693,5355
43059,43203
972,1230
1220,30572
1216,1232
35727,36318
1150,1220,30415
1212,1240
35651,43058
34206,43118,43069
1212,35651
1125,1160
1232,36749
31507,1242
34215,34938
3609,37210
32861,43274
32303,43084
32323,32940
1150,30574
1150,1284
1169,30575
1238,43058,3718
1278,36610
43220,43000
1109,1242
1284,41938
43316,32861,43040
36711,43207
1125,43069
1238,37005
34892,43033
1242,37058
43069,43316
48419,35107,45111
1129,1220
43069,45111
43220,32934
1150,3631
1242,4085
1240,43069
41938,32934
1220,4280
303,43064
31184,47124,36746
1240,1242
1242,30549
1309,4259
41938,4280
1134,43069
1240,43069
1150,1064
34866,43039
3144,31690
43197,43204
1232,32393
31298,31720
35651,4280
43159,32940
3631,32303,43039
1120,32939
43066,31507
1064,41938
34255,35119,43066
32819,31298
43067,43215
1146,1150,1238
1240,43065
1160,1284
1160,1240
1284,303
1160,41938
32322,1064
44371,36598
1150,2233
972,1216
31719,43215
2233,48417
1160,35305
1240,4270
1250,34226
1232,36610
43203,43204
1242,5337
3718,32815
1230,37058,32940
1146,325
2233,972
1146,1242
1125,1160
35453,32815
35651,43274,43316
30532,43285
1146,1230
48077,1232
1150,1278,32940
48417,43285
1216,30552,43033
1150,1238
8921,43147
43209,31471
30173,1250
1220,43274
1129,3631,46772
32802,35452
40447,40450
1216,36748
5000,36274
2233,1242
1250,1284,2425
1238,43274
41938,30575
972,1216,35144
3718,43200
1182,35452
1220,30569
2233,31514
1220,1250
3270,37057
1232,1242
1232,1250
30531,30571
1309,31624,48019
1146,33189,33191
1216,1278
1146,3144
1284,2233
1109,35651,43067
34204,34785
1309,42434
46772,31423
43206,31507
1230,1284
43285,43316
1240,40930
32640,34865,43202
34802,43038
2233,41938,40886
1146,35651
1169,32936
46772,37361
3270,35651
1216,32861
40217,30549,43069
1216,41938
73,4245
31423,48417
1146,1150
1250,30572
43274,43307
1064,1232
1230,43316
6469,45111,31512
1240,35303
1278,45143
1182,1250
1146,1284
43202,43231
1242,37058
32302,31467
1150,1284
1220,36746
1238,4259
1212,72
36711,43064,43307
1230,4245
1109,2233,1220
323,1216
4910,1232
1216,43285
31719,35303
1250,41938
3270,35119,31298
34206,34215
1182,1232
2425,31423,32302,43285
4259,43066
1250,35651
1250,1309
1232,1250
1284,1309
1687,31298
1242,1309
32934,43064,4280
2425,3631
30531,30571
1220,1240
972,35305
2425,35651
1232,43064
1230,36806,43285
1230,1240
32394,34054
1212,43064
30552,36191
1182,32819
1284,30569
2233,43147
1146,1240
5000,30574
1240,31779
1216,43058
1160,1212
2233,3270
30552,30569
37519,43307
1278,31719
1309,35651
1129,1250
43206,43064
1242,31719
42110,303
1232,43084
1232,43147
1242,31309,42869
30532,35635
1216,43033
1212,1242
2233,1240
1109,43064,43058
1150,2233
1250,35651
2233,41938
1250,35516
1150,47840
32937,35119
1242,41938
3631,32303
1160,1250
43064,43069
1125,1146,43285
41938,42434
43067,43121,43246
1232,43147,30532
1150,1232
44372,46232
1212,1242
34786,43180
1238,4259
1242,2233
323,43084
2233,31719
1284,43069
43129,31471
1230,1238
31423,31506
1238,30532
2233,325
4767,1309
35294,43204
5355,35783
43038,43067,43316,30569
4085,30571
1125,30532
35107,43316
43169,43198,43251,31471
1278,34868
31184,46876
36711,31586
1240,30549
1212,1240,35305
1240,36745
1160,40217
43066,40930
1212,1240
32802,31423
1129,1250,32322
634,1182
37058,43274
1278,31584
73,43084
1230,30572
972,34226
43201,43209,43064
1309,30575
43066,43067
43006,43305
2665,5328
46876,43220
1232,32934
4270,37005
35727,31507
46772,35651
1146,1230,41938
30532,32940
1216,4767,30532
1125,1250
1109,43069
32132,43084
41938,35305
1212,1216
4910,1240
2233,31467
1242,35453
1216,1278
45143,43285
1212,2233
31690,1278
45112,31467
36711,43203,43058
43204,43066,32940
4280,43274
35452,37361
1240,1687
2505,35841
1109,2425
1284,43069
1109,1232
30575,32861
31186,30572
1212,1230
35144,45143
43169,30416
32393,35453
1160,1240
73,32940
1146,35651
1120,37058
43198,35107
1109,1233,1687
48417,30532
1309,4245
1242,41938
37086,37057
1278,43285
1212,202
1129,35147
1216,1238
1220,36831
1232,41938
1242,35305,43065
3631,37058
1284,35141
43209,31586
1109,32322,43084
1278,41938
1238,1240
1129,37058
1129,1150
1146,37516,1284
41938,328
2233,357
36711,43169
31507,37058
1240,34053
1125,30532
35571,48373
3631,46772
32393,30548,30574
34215,43197
4767,5310
35651,2505,9217
1125,43285
1125,43040
1109,48421
43201,43307
2233,37058,43285
35452,30575
972,1242
43064,30572
1278,41938
1240,43285
1109,2665,1232
1278,2505,36823
972,1687,5707
1150,1240
1309,35651
1238,4280
1220,1242
43305,31779
1278,37058
36711,43204,43040
6469,46772
1109,35651
1230,43069
1216,35651,47124
41843,325
1109,30575
1150,4259
1232,35651,40886
30552,32303
30575,32937
2233,2425
1150,31719
43169,40886,45111
1250,72
1232,1242
1160,31310
2233,46772
44102,30555,35113,43068
32303,43196,43199
73,1278
1212,1278
34802,43134,43160
30548,30571
1146,41938
1220,4245
3631,43215
1232,5354
31512,43069
1233,35651
31184,43060
4910,1309
4085,34053
43209,43246
1240,37058
35651,32302,31507
44102,31471
1109,41938
41843,43196
1232,30569,35119
43200,43201
1146,1242
1182,1230
2233,1309
30549,31512
1242,43285
3631,972,47124
1242,1309
32819,47124
1182,46772
31470,33871
3631,1220
34785,34794,43180
1146,35147
3144,1212,1250,1278
32393,45293
1278,47840,4270
1109,1232
328,43274
1232,1240
43169,43174
1109,1250
1242,3270
1125,1250,35651
35452,31310
43200,33871
73,3631
1109,37058
1232,1687,31847
1109,30173
43285,30532
6469,36598,40886,43307
36711,41843
3631,43058
972,4259
30532,31507
1284,32861
43118,43204,43209
972,41938
972,1309
46772,30572,32861
1687,5337,5345
41938,5380
1242,48417
1129,1160
73,31392
1232,31471
2233,46772,1125
32323,41843
34802,43197
1109,1240
43121,43185
43197,43201,37058
1160,46772,1309
34938,36711,43316
43207,43209
2665,1064,1240
43118,43220
1125,3144
1242,1278
1109,31423,31467
41938,31507
34226,35107,43285
1230,72
34264,43161
32802,32861
1232,1242
1232,1250
35571,30569
1250,5000
35651,32302
1278,31423
1284,40217
43136,43173
35727,9217
1064,31719
1109,1182,40985
30532,45111
1182,36964
34264,43067
43198,48373,30572
43215,43060
37058,31717,35635
37058,43069
41938,35309
35572,43201,43204
3631,35651
1309,43285
1242,2233
31423,31514,40930
6469,35456,44371
34053,41938
4085,30568
35305,43285
693,2233
1129,43316
1212,1309
1216,32933
2233,41938
31584,31588
4280,5380
3631,32303
2425,35309
73,31423
31423,41938
1220,47840
43204,32937
4280,9217
1240,43285
43187,43285
31423,32937,43064,303
3270,32940
5000,37057,36130
32940,44088
43069,35305,37361
30554,30214
41843,43207
1146,1278
693,35651,30552
1240,1284,36831
33370,43307
1150,43285
1182,1064
4280,47124
4910,32802,43285
1064,1250
43197,35516
1146,43065
1146,1284
43069,30569
43066,43067
1284,1687
1129,31717
3631,303
40930,31625
1125,31298
1160,1216
323,43316
32802,31717
34868,5337
1250,45143
9082,30576
1278,37058
46772,1242
33196,36536,37005
4767,1232
1240,43058
34914,43200,43202
43065,43147,43058
2233,31580
1146,1150
4280,31717
1216,3678
3631,4270
1250,48421
1126,1146
43118,31471
43066,43067
35305,43069
1240,30572
1150,1240,31719
1129,41938
31471,32934
1129,2233
2425,43065
1129,43285
1216,41938
2233,43316
2233,43316,30575
43187,43058
1238,1250
2233,35651,30549
31512,43307
43196,31507
1240,4280
48077,1220
2425,41843
972,30572
2233,43065
1242,43307
1150,1232
30532,43069
35305,43285
34089,34213,35453
1216,1242
2425,31717
2233,9217
3631,1064
43274,44371
30574,37057
34213,48578
72,35452
49973,1212
1109,35305
34938,43204,43206
1064,35651,37581
31184,37058
1240,43066
48417,30532
35651,30549,34226
1182,41938
2233,5380
1216,4259
43058,43069
1230,43069
1212,43058
1150,1242
1064,41938
1146,30548
1232,30532
34264,43201
1250,1278
1230,30572
30813,37058
1232,30532
32311,43198
30572,43316
41938,43215
3631,5707
1240,35305
31392,1220
31310,43147
1242,31514
35727,1220
1212,43058
1125,3144
48417,43274
1284,141
1238,1284
1109,1146
1284,30552
1146,32940
323,40217
43207,43307
3631,31471
43203,43274
1216,3144
43111,43307
48077,1242,303
1250,43064
43188,43201,43202
30572,43067,43069
1150,1250
1687,35651
1216,2233
31423,43067,43084
1250,48421
328,31514
1278,45143
1250,35452
41938,35112
3270,43067,43285
1232,1238,40217
32311,43207
1146,1242,1250
1284,31507
1278,4280,37058
1242,35651
34206,34264
48417,32873
1129,1160,35144
1309,3894
32953,35148
1150,43307
30575,43069
1182,1240
48417,43064
1240,40217
32937,35309
1150,1230
1125,328
1216,30571
1240,37058
1150,1284
3631,31719
1309,5328
1064,1240
35453,43307,30249
325,36920
1169,3631
1216,43066
41938,35132
43196,43069
972,1216
1250,31507
1687,43274
30552,35516
37361,43307
73,30415
1250,2425
1212,1250
2665,34868
3270,31423
1242,43058
1109,1230,31511,32939
1125,1150
1216,1232,4245
31511,37057
1160,1238
1240,31471
1220,1240
32934,9217
1238,1278
1109,31392
1242,5621
48417,36298
43274,43316
43206,35456
43188,43338
1240,328
632,35305
6667,1216
43118,43316
34053,31719
2233,37361
1120,1242
43200,43220
1242,9217
32322,30532
43285,36304
1232,3270
1284,4259,45143
1145,34053
1109,1309
43207,43147
2233,43033
1125,34226
43185,43194
1146,31720
72,303
1064,1284
1125,43064
1278,40930
1182,35141
1230,2025
43201,31512
31847,1687,30574
31513,32939
1109,1125,1160
43200,43039
1146,1250
35728,43251
30575,31717
43285,43316
5328,3894
46109,35635
31467,35305
1240,1309
1146,35651
30572,43274
1129,43307
1309,3270
46772,1250,37058
31423,4259
9217,30409
1182,37374,30549
1146,1240
36946,31511
3609,43285
1309,43215
1146,328
1230,1232
1212,37173
1160,1242
48077,1309
2233,32302
303,35144
4767,30572
43039,43186,43203
41843,30572,35107
34054,43209
1145,35144
1284,35309
1284,4259
43169,43200
1109,1284
43059,43210
123,972,1250
32393,33190
1284,30532
1687,32393
34213,43118
1064,1238
1242,8921
1216,1232
1250,2233
1232,37361
30572,43067
5337,40217
1272,31507
2233,36304
1238,43274
1146,1216,43307
2233,31310
1230,41938
972,40217
1242,2425
3144,1216
37516,8921
1240,36747
1700,31309
30532,43033
2233,5621
1146,43069
1242,1284
34206,35571,48373,43209
1242,43040
1240,2425
1109,1240
43183,34938
31392,30532
37058,30575
3270,30946,43058
30552,32940
4245,1284
34292,35305
1240,1284
1129,1284,36745,37058
47840,43058
1182,1232
1064,1284
46772,1232
35651,36746,36610
1125,1169,40447
45143,35107
1212,43064
693,3144
31512,43033
45143,40886
31310,31507
1129,4910,1220
1232,1242,43084
42110,1309
43147,36691
1232,43069
35651,43065
3270,43069
3631,43316
36711,43307
1129,3144
1230,1240
43084,43307
1125,3631
1240,1250
5310,42087
1230,2233
37360,72
1109,1250
972,40886,43316
972,31423
32802,32864
1220,3270,35141
1232,37058
2233,2425
1145,1309
1160,2233
2233,31506
43065,32861
972,5328
3144,1220
1182,5310
43069,30532
3609,36749
1250,31507,41938
1232,43285
1250,37058
46772,1278,31310
1129,37058,43069
34213,43209
30252,37006
1230,1309
1238,1284
1182,1230
1109,1232
1242,35119
1238,1242,1250
3631,1687
1212,1230
1238,43084
1125,1150,1212
1278,72
43204,40886
43058,123
43186,43246
34206,35453
35727,32940
1250,48417,43067,43316
1064,1242
4910,1238
46772,1220
3631,35305
1182,4259,33244,33871
43197,43069
1232,48417
1240,43084
1309,43069
32323,43209,43305
34215,43203,43307
1309,46772,9217
1284,31031,35147
